Subject,Country,Value,Frequency
Food,Greece,3.843313,Annual
Food,Brazil,2.636819e-09,Annual
Food,OECD - Europe,26.78429,Annual
"Total less food, less energy",Japan,21.43656,Annual
Total,Austria,4.704262,Annual
Total,Greece,4.33121,Annual
Total,Korea,15.32731,Annual
Total,Luxembourg,0.4496197,Annual
Total,Portugal,11.84948,Annual
Total,United States,4.300536,Annual
Total,South Africa,7.264562,Annual
Energy,Canada,19.79334,Annual
Energy,Luxembourg,4.278674,Annual
Energy,Portugal,0.645193,Annual
Energy,Switzerland,9.372499,Annual
Energy,OECD - Total,6.363256,Annual
Food,Australia,5.483579,Annual
Food,Germany,1.256415,Annual
Food,Ireland,1.055677,Annual
Food,Japan,5.790061,Annual
Food,Portugal,3.405048,Annual
Food,Brazil,8.137488,Annual
Food,Costa Rica,18.57394,Annual
"Total less food, less energy",Mexico,2.88949,Annual
"Total less food, less energy",United States,3.303728,Annual
"Total less food, less energy",Denmark,4.996573,Annual
Total,Canada,17.32289,Annual
Total,Japan,25.57942,Annual
Total,Costa Rica,2.794266,Annual
Total,Israel,0.001819302,Annual
Total,South Africa,1.389179,Annual
Energy,France,8.450686,Annual
Energy,Mexico,15.04476,Annual
Energy,Spain,9.476665,Annual
Food,Luxembourg,33.48319,Annual
Food,Lithuania,34.09753,Annual
"Total less food, less energy",Finland,6.075893,Annual
"Total less food, less energy",Spain,29.33789,Annual
"Total less food, less energy",OECD - Europe,55.94388,Annual
Total,Belgium,2.125971,Annual
Total,Finland,1.451613,Annual
Total,Iceland,1.760413,Annual
Total,New Zealand,7.948245,Annual
Total,Spain,5.924531,Annual
Total,Israel,12.35,Annual
Total,Costa Rica,13.24843,Annual
Energy,Austria,6.401682,Annual
Energy,Japan,9.034595,Annual
Energy,United Kingdom,6.051282,Annual
Energy,G7,2.786317,Annual
Energy,OECD - Europe,8.047995,Annual
Food,Australia,-2.823139,Annual
Food,Austria,0.4791743,Annual
Food,Germany,0.739855,Annual
Food,Luxembourg,1.776791,Annual
Food,Sweden,0.3798945,Annual
Food,Switzerland,-0.9789698,Annual
Food,South Africa,4.953906,Annual
Food,G7,8.247117,Annual
"Total less food, less energy",Canada,4.75703,Annual
"Total less food, less energy",Germany,5.491637,Annual
"Total less food, less energy",Belgium,3.494599,Annual
"Total less food, less energy",Korea,10.20975,Annual
Total,Ireland,4.872905,Annual
Total,Saudi Arabia,2.86627,Annual
Energy,New Zealand,1.665433,Annual
Food,South Africa,11.01569,Annual
"Total less food, less energy",G7,1.604786,Annual
Total,Israel,0.8415965,Annual
Food,Denmark,0.6458443,Annual
"Total less food, less energy",Israel,-0.9368836,Annual
Total,Colombia,5.901262,Annual
Food,G7,4.293096,Annual
"Total less food, less energy",Israel,4.650133,Annual
Total,Greece,-0.4754358,Annual
Total,OECD - Europe,11.2907,Annual
"Total less food, less energy",Italy,1.745165,Annual
Energy,Iceland,1.984305,Annual
Energy,Colombia,6.453986,Annual
Food,South Africa,16.08579,Annual
Total,Canada,4.304778,Annual
Energy,New Zealand,0.8155869,Annual
"Total less food, less energy",France,1.129294,Annual
"Total less food, less energy",European Union (28 countries),1.2,Annual
Total,Italy,14.79858,Annual
Food,Austria,1.968766,Annual
Total,Euro area (19 countries),2.3,Annual
Energy,Spain,-9.014403,Annual
Food,Colombia,0.4148796,Annual
Total,Canada,1.125241,Annual
Total,Colombia,18.46257,Annual
Food,Italy,2.672907,Annual
Total,Iceland,1.633058,Annual
"Total less food, less energy",Luxembourg,1.577641,Annual
Total,Belgium,1.467961,Annual
Food,Denmark,11.86449,Annual
"Total less food, less energy",Sweden,0.8686122,Annual
Total,Canada,2.596618,Annual
Food,Korea,9.851041,Annual
"Total less food, less energy",Estonia,0.9980137,Annual
Total,Slovak Republic,-0.3252198,Annual
Energy,Japan,3.611259,Annual
Food,OECD - Total,4.761221,Annual
Food,Switzerland,3.102869,Annual
Total,Korea,2.756686,Annual
Total,Norway,2.041703,Annual
Total,European Union – 27 countries (from 01/02/2020),0.1,Annual
Food,Greece,4.975938,Annual
"Total less food, less energy",Hungary,35.78678,Annual
Total,Lithuania,1.36712,Annual
Food,Spain,-0.8357106,Annual
Energy,Germany,10.67224,Annual
Food,Denmark,2.805294,Annual
Food,Turkey,9.6956,Annual
Total,Austria,1.998382,Annual
Energy,Austria,19.76964,Annual
Energy,Portugal,0.02073675,Annual
Total,Sweden,8.873021,Annual
Energy,Finland,-1.735038,Annual
Total,Korea,2.423898,Annual
Energy,Australia,31.81925,Annual
Total,Israel,0.00302304,Annual
Food,Australia,7.146445,Annual
Total,Turkey,2.760137e-05,Annual
Food,Spain,29.42269,Annual
Energy,Portugal,20.68514,Annual
Food,Italy,5.747542,Annual
Total,Luxembourg,54.57229,Annual
Energy,Hungary,14.23669,Annual
"Total less food, less energy",OECD - Total,45.10987,Annual
Energy,G7,52.7287,Annual
Food,Israel,10.92102,Annual
Total,Chile,57.98554,Annual
"Total less food, less energy",Belgium,58.12617,Annual
Energy,Austria,20.69423,Annual
Total,Turkey,0.01110209,Annual
Total,South Africa,7.382407,Annual
Total,Hungary,43.02109,Annual
Energy,Netherlands,11.69701,Annual
Energy,Austria,23.07408,Annual
"Total less food, less energy",Australia,34.40538,Annual
Total,Spain,4.002054,Annual
Total,Greece,46.8391,Annual
Food,Hungary,4.699612,Annual
Total,Ireland,51.37386,Annual
Total,Greece,1.130772,Annual
Total,Italy,32.57902,Annual
"Total less food, less energy",Canada,27.9743,Annual
Total,Australia,39.72603,Annual
Total,Hungary,11.17109,Annual
Total,New Zealand,1.018989,Annual
Total,United Kingdom,5.210714,Annual
Total,South Africa,53.21745,Annual
Energy,Finland,6.056356,Annual
Energy,New Zealand,13.0095,Annual
Energy,Spain,9.476665,Annual
Energy,OECD - Europe,20.42722,Annual
Food,Finland,9.070405,Annual
Food,Luxembourg,14.71515,Annual
Food,Netherlands,35.16392,Annual
Food,Israel,0.00195093,Annual
"Total less food, less energy",OECD - Europe,48.96601,Annual
Total,Canada,1.018767,Annual
Total,France,5.815256,Annual
Total,Iceland,25.72551,Annual
Total,Norway,2.764831,Annual
Total,United States,6.131427,Annual
Energy,France,-1.913709,Annual
Energy,Netherlands,14.85346,Annual
Energy,Norway,8.074773,Annual
Energy,Sweden,14.08964,Annual
Energy,G7,12.68066,Annual
Energy,OECD - Europe,15.26823,Annual
Food,Austria,5.320289,Annual
Food,Italy,2.170963,Annual
Food,Korea,9.851041,Annual
Food,Mexico,-8.682017,Annual
Food,United States,3.445245,Annual
Food,Israel,42.05832,Annual
"Total less food, less energy",France,0.3705305,Annual
"Total less food, less energy",Germany,2.204986,Annual
"Total less food, less energy",Austria,5.506113,Annual
"Total less food, less energy",United States,6.245934,Annual
"Total less food, less energy",United Kingdom,1.9,Annual
"Total less food, less energy",Japan,-0.2259586,Annual
Total,Finland,58.12574,Annual
Total,Netherlands,41.79315,Annual
Energy,Belgium,26.45253,Annual
Energy,Latvia,23.40442,Annual
Food,Austria,38.47238,Annual
Food,France,27.55764,Annual
Food,Spain,9.695621,Annual
Food,OECD - Total,11.02602,Annual
"Total less food, less energy",Finland,15.21445,Annual
"Total less food, less energy",Italy,16.4262,Annual
"Total less food, less energy",Turkey,48.89328,Annual
Total,Finland,0.7912362,Annual
Total,Luxembourg,6.068099,Annual
Total,Poland,19.90833,Annual
Total,United States,5.397956,Annual
Total,G7,1.329728,Annual
Total,Costa Rica,4.519381,Annual
Energy,Finland,3.772676,Annual
Energy,Japan,4.476897,Annual
Energy,Portugal,1.823306,Annual
Energy,United Kingdom,-2.605111,Annual
Food,Australia,1.187648,Annual
Food,Hungary,3.887352,Annual
Food,Luxembourg,-0.2896574,Annual
Food,United Kingdom,-0.5,Annual
Food,Estonia,-0.5392591,Annual
Food,OECD - Total,5.54069,Annual
"Total less food, less energy",OECD - Europe,5.817507,Annual
"Total less food, less energy",Sweden,6.28042,Annual
"Total less food, less energy",New Zealand,1.483169,Annual
"Total less food, less energy",Netherlands,2.71556,Annual
"Total less food, less energy",Czech Republic,0.285838,Annual
Food,Greece,3.363379,Annual
Food,Iceland,59.47419,Annual
Food,Sweden,12.56071,Annual
Total,Australia,10.21593,Annual
Total,Germany,27.73153,Annual
Total,Korea,29.73188,Annual
Total,Slovak Republic,32.54351,Annual
Energy,Greece,16.08489,Annual
Energy,Ireland,49.96785,Annual
Energy,Sweden,21.14922,Annual
Energy,Israel,0.00336667,Annual
"Total less food, less energy",Canada,27.9743,Annual
"Total less food, less energy",Japan,26.30945,Annual
Food,Canada,2.52905,Annual
Food,Hungary,20.77673,Annual
Food,Luxembourg,12.13498,Annual
Food,Switzerland,-1.106892,Annual
Food,Russia,21.119,Annual
Food,OECD - Total,0.1811096,Annual
Food,Latvia,-1.086616,Annual
Total,Belgium,1.113096,Annual
Total,Korea,0.9716747,Annual
Total,New Zealand,50.88427,Annual
Total,United Kingdom,17.96593,Annual
Total,Estonia,3.296111,Annual
Total,Israel,10.95297,Annual
Total,G7,2.418198,Annual
Total,G20,3.349958,Annual
Energy,Australia,-6.225967,Annual
Energy,Czech Republic,0.6894931,Annual
Energy,Finland,-1.291592,Annual
Energy,Japan,0.09937394,Annual
Energy,New Zealand,21.53083,Annual
Energy,Sweden,13.34009,Annual
Energy,OECD - Europe,6.015749,Annual
"Total less food, less energy",France,13.14335,Annual
"Total less food, less energy",Canada,1.687692,Annual
"Total less food, less energy",Israel,11.6735,Annual
"Total less food, less energy",OECD - Total,12.23005,Annual
"Total less food, less energy",Korea,1.568292,Annual
"Total less food, less energy",G7,1.438226,Annual
Total,Canada,3.475177,Annual
Total,Canada,3.395193,Annual
Total,France,1.108255,Annual
Total,Italy,4.747284,Annual
Total,Norway,1.286585,Annual
Total,Sweden,8.589185,Annual
Total,Indonesia,6.521739,Annual
Total,Colombia,5.901262,Annual
Total,Japan,48.36684,Annual
Total,Brazil,0.003436848,Annual
Total,South Africa,35.75007,Annual
Energy,Austria,6.401682,Annual
Energy,Finland,-2.090082,Annual
Energy,Mexico,7.526831,Annual
Energy,Portugal,0.5057477,Annual
Energy,United States,8.243505,Annual
Energy,Israel,9.00474,Annual
Energy,Canada,8.675774,Annual
Energy,Norway,49.39509,Annual
Energy,Latvia,38.55302,Annual
Food,Australia,3.620028,Annual
Food,Denmark,2.724595,Annual
Food,France,2.27901,Annual
Food,Iceland,16.39108,Annual
Food,Italy,3.002799,Annual
Food,Luxembourg,1.529141,Annual
Food,Spain,12.74922,Annual
Food,Sweden,6.910451,Annual
Food,United States,2.173604,Annual
Food,Austria,59.58642,Annual
Food,Iceland,47.96587,Annual
Food,Spain,16.93035,Annual
Food,United Kingdom,7.410821,Annual
Food,China (People's Republic of),39.22822,Annual
"Total less food, less energy",France,12.07607,Annual
"Total less food, less energy",Iceland,1.923555,Annual
"Total less food, less energy",Norway,1.725942,Annual
"Total less food, less energy",United Kingdom,4.419418,Annual
"Total less food, less energy",Spain,3.51124,Annual
"Total less food, less energy",Japan,3.911158,Annual
"Total less food, less energy",Turkey,8.613876,Annual
"Total less food, less energy",Hungary,44.63285,Annual
"Total less food, less energy",New Zealand,54.96909,Annual
"Total less food, less energy",OECD - Total,56.19601,Annual
Total,Canada,1.200369,Annual
Total,Germany,1.983857,Annual
Total,Japan,0.1,Annual
Total,New Zealand,1.134418,Annual
Total,Spain,13.21413,Annual
Total,Switzerland,0.9890203,Annual
Total,Chile,14.68436,Annual
Total,India,8.801135,Annual
Total,Slovenia,8.359679,Annual
Total,Colombia,24.19872,Annual
Total,Denmark,48.62533,Annual
Total,Luxembourg,18.35694,Annual
Total,New Zealand,4.235146,Annual
Total,Sweden,53.28617,Annual
Total,Israel,0.001602139,Annual
Total,South Africa,5.733502,Annual
Energy,Austria,1.420268,Annual
Energy,Finland,3.601727,Annual
Energy,New Zealand,2.61578,Annual
Energy,United Kingdom,11.38111,Annual
Energy,South Africa,8.44298,Annual
Energy,Canada,53.83886,Annual
Energy,Mexico,43.59832,Annual
Energy,G7,54.88795,Annual
Food,Austria,1.534697,Annual
Food,Czech Republic,6.91379,Annual
Food,Hungary,20.77673,Annual
Food,Japan,3.573937,Annual
Food,Netherlands,5.629835,Annual
Food,United States,0.9078771,Annual
Food,Brazil,5.803592,Annual
Food,South Africa,10.9434,Annual
Food,OECD - Total,5.811007,Annual
Food,Italy,7.083374,Annual
Food,New Zealand,15.7343,Annual
Food,Sweden,7.836054,Annual
Food,G7,26.70154,Annual
"Total less food, less energy",Italy,4.170851,Annual
"Total less food, less energy",Israel,-0.9424603,Annual
"Total less food, less energy",Norway,3.494414,Annual
"Total less food, less energy",Netherlands,5.976568,Annual
"Total less food, less energy",Turkey,6.806795,Annual
"Total less food, less energy",Luxembourg,38.09102,Annual
"Total less food, less energy",Netherlands,55.43509,Annual
"Total less food, less energy",OECD - Europe,6.162799,Annual
Total,Belgium,4.174351,Annual
Total,Canada,0.729927,Annual
Total,Germany,2.066233,Annual
Total,Iceland,1.760413,Annual
Total,Netherlands,1.189777,Annual
Total,Sweden,2.157972,Annual
Total,Sweden,0.6584103,Annual
Total,United States,1.198773,Annual
Total,Israel,47.96489,Annual
Total,South Africa,4.999267,Annual
Total,Argentina,42.01509,Annual
Total,Luxembourg,15.86569,Annual
Total,Sweden,35.77464,Annual
Total,Colombia,16.20808,Annual
Energy,Belgium,-13.86899,Annual
Energy,Denmark,3.063322,Annual
Energy,Ireland,3.154387,Annual
Energy,Netherlands,-9.327916,Annual
Energy,Spain,3.230664,Annual
Energy,Russia,5.109167,Annual
Energy,New Zealand,19.9642,Annual
Food,Denmark,10.03948,Annual
Food,Hungary,4.021391,Annual
Food,Japan,-0.2170676,Annual
Food,Netherlands,0.6483377,Annual
Food,Portugal,8.485793,Annual
Food,Spain,9.092629,Annual
Food,Slovenia,-0.3032588,Annual
Food,Finland,13.42709,Annual
Food,New Zealand,5.751772,Annual
Food,Spain,43.71095,Annual
"Total less food, less energy",France,12.07607,Annual
"Total less food, less energy",Finland,4.507373,Annual
"Total less food, less energy",Austria,10.17204,Annual
"Total less food, less energy",New Zealand,1.96302,Annual
"Total less food, less energy",Austria,45.97718,Annual
"Total less food, less energy",Finland,30.60601,Annual
"Total less food, less energy",Netherlands,16.15162,Annual
"Total less food, less energy",United States,18.18396,Annual
Total,Australia,0.8601346,Annual
Total,Finland,10.75448,Annual
Total,Greece,4.766226,Annual
Total,Hungary,7.958745,Annual
Total,Netherlands,6.399296,Annual
Total,Turkey,13.93817,Annual
Total,United States,3.156842,Annual
Total,India,3.805866,Annual
Total,Slovenia,-0.05499954,Annual
Total,OECD - Total,2.606723,Annual
Energy,Austria,10.69477,Annual
Energy,Hungary,6.825074,Annual
Energy,Korea,5.6761,Annual
Energy,Norway,7.174386,Annual
Energy,United States,2.435312,Annual
Energy,Colombia,6.960537,Annual
Food,Germany,-0.6917381,Annual
Food,Japan,1.13007,Annual
Food,Poland,10.05833,Annual
Food,Israel,13.12617,Annual
Food,Euro area (19 countries),0.7,Annual
"Total less food, less energy",Canada,6.331415,Annual
"Total less food, less energy",Chile,3.806642,Annual
"Total less food, less energy",Sweden,1.438249,Annual
"Total less food, less energy",OECD - Total,11.0936,Annual
"Total less food, less energy",Australia,4.393639,Annual
"Total less food, less energy",G7,10.88201,Annual
Total,Belgium,1.160936,Annual
Total,Canada,4.780477,Annual
Total,Finland,1.083821,Annual
Total,Germany,0.2499074,Annual
Total,Mexico,5.469021,Annual
Total,Spain,10.77246,Annual
Total,United Kingdom,2.018544,Annual
Total,Brazil,5.403499,Annual
Total,Chile,2.557545,Annual
Total,OECD - Total,14.09267,Annual
Total,Greece,6.467731,Annual
Total,New Zealand,16.32092,Annual
Total,United States,18.73283,Annual
Energy,Australia,9.014605,Annual
Energy,Czech Republic,6.368387,Annual
Energy,Netherlands,-0.4763371,Annual
Energy,New Zealand,-6.979928,Annual
Energy,United States,2.435312,Annual
Energy,Lithuania,1.077709,Annual
Energy,Canada,53.24784,Annual
Energy,France,54.17392,Annual
Energy,New Zealand,38.66236,Annual
Energy,United States,11.31127,Annual
Food,Austria,-0.6324449,Annual
Food,Finland,3.681118,Annual
Food,Netherlands,5.258552,Annual
Food,Israel,-1.246608,Annual
Food,G7,1.64665,Annual
Food,Austria,46.38197,Annual
Food,New Zealand,52.76813,Annual
Food,Turkey,8.514578e-05,Annual
Food,United States,13.17103,Annual
"Total less food, less energy",Luxembourg,2.016322,Annual
"Total less food, less energy",OECD - Europe,2.442125,Annual
"Total less food, less energy",Canada,1.356565,Annual
"Total less food, less energy",Sweden,1.190226,Annual
"Total less food, less energy",Belgium,1.369301,Annual
"Total less food, less energy",Denmark,1.180594,Annual
"Total less food, less energy",Spain,2.457615,Annual
"Total less food, less energy",Japan,6.70362,Annual
"Total less food, less energy",Switzerland,24.18603,Annual
Total,Denmark,1.924221,Annual
Total,Finland,1.571221,Annual
Total,Iceland,5.1859,Annual
Total,New Zealand,2.832441,Annual
Total,Poland,1.975,Annual
Total,United States,1.457976,Annual
Total,Indonesia,31.04189,Annual
Total,G7,8.17435,Annual
Energy,Austria,-7.295769,Annual
Energy,Japan,4.476897,Annual
Energy,Korea,2.299597,Annual
Energy,New Zealand,1.456134,Annual
Energy,Estonia,8.194049,Annual
Energy,European Union – 27 countries (from 01/02/2020),5.3,Annual
Food,Canada,8.819715,Annual
Food,Hungary,17.70544,Annual
Food,Netherlands,7.926653,Annual
Food,United Kingdom,12.62239,Annual
Food,United States,3.238866,Annual
Food,Israel,19.7417,Annual
Food,OECD - Europe,12.92029,Annual
Food,Euro area (19 countries),2.8,Annual
"Total less food, less energy",France,3.407498,Annual
"Total less food, less energy",Israel,6.053929,Annual
"Total less food, less energy",Slovenia,7.303232,Annual
"Total less food, less energy",Netherlands,0.9545168,Annual
"Total less food, less energy",Greece,20.87964,Annual
Total,Belgium,2.377545,Annual
Total,Greece,3.629363,Annual
Total,Italy,4.626732,Annual
Total,Mexico,4.899351,Annual
Total,Sweden,9.444628,Annual
Total,Brazil,9.029901,Annual
Total,India,10.88235,Annual
Total,South Africa,13.8747,Annual
Total,Iceland,0.04096491,Annual
Total,Korea,12.68006,Annual
Total,Colombia,13.23743,Annual
Total,G7,46.71827,Annual
